,index,Released,English title,TMDB_id
282,15,2018-11-03,Run! T High School Basketball Club!,603375
283,16,2018-11-09,Godzilla: The Planet Eater,536115
284,18,2018-11-16,No Matter How My Mom Hates Me,547777
285,19,2018-11-23,Gangoose,566151
286,20,2018-11-23,Hard Core,479184
287,21,2018-11-30,Mobile Suit Gundam Narrative,553610
288,23,2018-12-07,It Comes,505916
289,24,2018-12-14,Waiting for Spring,539076
290,25,2018-12-14,Dragon Ball Super: Broly,503314
291,26,2018-12-14,Yo-kai Watch: Forever Friends,550104
292,27,2018-12-21,NISEKOI,520541
293,28,2018-12-22,Kamen Rider Heisei Generations Forever,543103
294,29,2018-12-28,A Banana? At This Time of Night?!,520574
295,0,2019-01-04,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow!,529589
296,2,2019-01-11,This Old Road: Konomichi,548727
297,3,2019-01-12,Fate/stay night: Heaven's Feel II. lost butterfly,390634
298,4,2019-01-18,Chiwawa,514881
299,5,2019-01-18,His Lost Name,546462
300,7,2019-01-18,Touken Ranbu,573844
301,8,2019-01-25,12 Suicidal Teens,566387
302,10,2019-01-25,Aiuta: My Promise to Nakuhito,553622
303,11,2019-01-25,School-Live!,572609
304,12,2019-01-25,Sky's Restaurant,536952
305,13,2019-01-25,Kamen Rider Build NEW WORLD: Kamen Rider Cross-Z,574546
306,14,2019-01-26,Day and Night,542044
307,15,2019-02-01,Whistleblower,552686
308,16,2019-02-01,Snow Flower,546765
309,17,2019-02-01,Red Snow,577714
310,18,2019-02-08,City Hunter the Movie: Shinjuku Private Eyes,540141
311,20,2019-02-08,Back Street Girls: Gokudolls,572630
312,21,2019-02-08,The Saga of Tanya the Evil,553839
313,22,2019-02-09,Code Geass: Lelouch of the Re;surrection,553837
314,23,2019-02-15,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,553835
315,24,2019-02-15,Fortuna's Eye,522837
316,25,2019-02-15,Tiger: My Life as a Cat,538564
317,28,2019-02-22,Samurai Marathon,578514
318,29,2019-02-22,"When My Mom Died, I Wanted to Eat Her Ashes",585754
319,30,2019-02-22,Rin,604016
320,31,2019-02-22,Fly Me to the Saitama,554814
321,32,2019-02-22,The Island of Cats,552717
322,33,2019-03-01,Until I Meet September's Love,578663
323,34,2019-03-01,Doraemon: Nobita's Chronicle of the Moon Exploration,575222
324,36,2019-03-08,Ultraman R/B The Movie: Select! The Crystal of Bond,587806
325,38,2019-03-15,Makuko,551384
326,39,2019-03-16,PreCure Miracle Universe,571573
327,40,2019-03-21,"L-DK: Two Loves, Under One Roof",578672
328,41,2019-03-21,Prince of Legend,552500
329,42,2019-03-23,Marriage Hunting Beauty,590616
330,43,2019-03-23,Children's Diner,616940
331,0,2019-04-05,A Gambler's Odyssey 2020,552378
332,1,2019-04-05,Laidbackers,572647
333,2,2019-04-05,You Are Brilliant Like a Spica,572633
334,3,2019-04-12,Detective Conan: The Fist of Blue Sapphire,566555
335,4,2019-04-12,Love's Twisting Path,578665
336,6,2019-04-19,Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~,596302
337,7,2019-04-19,Kingdom,554805
338,9,2019-04-26,The Wonderland,573683
339,10,2019-05-03,Kakegurui – Compulsive Gambler,564251
340,11,2019-05-03,Lupinranger VS Patranger VS Kyuranger,566057
341,12,2019-05-04,King of Prism: Shiny Seven Stars IV: Louis × Shin × Unknown,667001
342,13,2019-05-10,Hikinige: Leaving the Scene,586967
343,14,2019-05-10,Cheer Boys!!,601879
344,15,2019-05-10,Kabaneri of the Iron Fortress: Unato Decisive Battle,567006
345,16,2019-05-10,Toshimaen,585774
346,18,2019-05-17,Iwane: Sword of Serenity,589521
347,19,2019-05-17,The Confidence Man JP: The Movie,554801
348,20,2019-05-17,According to Our Butler,648227
349,21,2019-05-24,Aircraft Carrier Ibuki,572632
350,22,2019-05-24,Sadako,583132
351,23,2019-05-24,Promare,553600
352,24,2019-05-24,Little Love Song,596727
353,25,2019-05-31,Parallel World Love Story,579663
354,27,2019-05-31,The Farewell Song,586969
355,28,2019-06-07,Almost a Miracle,580496
356,29,2019-06-07,Children of the Sea,585077
357,30,2019-06-14,"Don't Cry, Mr. Ogre",593562
358,31,2019-06-14,For Whom The Alchemist Exists,597419
359,32,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,572154
360,33,2019-06-21,Ride Your Wave,530079
361,34,2019-06-21,The Fable,532267
362,35,2019-06-21,Brave Father Online: Our Story of Final Fantasy XIV,611424
363,36,2019-06-28,The Journalist,611257
364,37,2019-06-28,Hot Gimmick,602797
365,38,2019-06-28,Bento Harassment,514880
366,39,2019-06-29,Frame Arms Girl: Kyakkyau Fufu na Wonderland,575220
367,0,2019-07-05,Diner,567590
368,1,2019-07-12,Mewtwo Strikes Back: Evolution,571891
369,2,2019-07-19,Tokyo Ghoul S,549787
370,4,2019-07-26,The Great War of Archimedes,605389
371,5,2019-07-26,A Girl Missing,584253
372,6,2019-07-26,Kamen Rider Zi-O: Over Quartzer,604165
373,7,2019-07-26,Kishiryu Sentai Ryusoulger The Movie: Time Slip! Dinosaur Panic!!,604946
374,8,2019-08-02,Dragon Quest: Your Story,592867
375,9,2019-08-09,One Piece: Stampede,568012
376,10,2019-08-16,Dance with Me,596445
377,13,2019-08-30,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,532067
378,14,2019-08-30,Samurai Shifters!,609112
379,15,2019-09-06,"Go Away, Ultramarine",628571
380,16,2019-09-06,Taro the Fool,596733
381,18,2019-09-06,Kamen Rider Build NEW WORLD: Kamen Rider Grease,582083
382,21,2019-09-13,No Longer Human,567591
383,22,2019-09-13,Hit Me Anyone One More Time!,636021
384,23,2019-09-20,Hello World,604605
385,24,2019-09-20,Three Nobunagas,628575
386,29,2019-09-27,The Flowers of Evil,572628
387,31,2019-09-27,And Life Goes On,1223393
388,0,2019-10-04,Listen to the Universe,575701
389,3,2019-10-11,The Bucket List,619170
390,4,2019-10-18,The Promised Land,619067
391,5,2019-10-18,Special Actors!,648564
392,6,2019-10-25,Chō Shōnen Tanteidan NEO: Beginning,773100
393,7,2019-10-26,Saekano the Movie: Finale,608826
394,8,2019-11-01,After the Matinee,619585
395,9,2019-11-01,The First Supper,619603
396,10,2019-11-01,Closed Ward,582589
397,11,2019-11-08,One Night,595112
398,12,2019-11-15,"He Won't Kill, She Won't Die",610438
399,14,2019-11-15,Hell Girl,548784
400,15,2019-11-15,Shadowfall,655774
401,16,2019-11-22,The 47 Ronin in Debt,619162
402,18,2019-11-29,My Girlfriend is a Serial Killer,638210
403,22,2019-12-06,Lupin III: The First,614587
404,23,2019-12-13,Yo-kai Watch Jam: Yo-Kai Academy Y,657355
405,24,2019-12-13,Talking the Pictures,554796
406,25,2019-12-13,The Shijinso Murders,651879
407,26,2019-12-13,Seven Days War,608085
408,27,2019-12-20,My Hero Academia: Heroes Rising,592350
409,28,2019-12-21,Kamen Rider Reiwa The First Generation,635339
410,1,2020-01-10,Kaiji: Final Game,663509
411,2,2020-01-10,King of Prism All Stars: Prism Show Best 10,659894
412,3,2020-01-17,Made in Abyss: Dawn of the Deep Soul,573730
413,5,2020-01-17,Family Bond,735635
414,6,2020-01-17,The Memory Eraser,687517
415,7,2020-01-17,Last Letter,542807
416,8,2020-01-22,His,604362
417,10,2020-01-24,Signal 100,640196
418,11,2020-01-24,Our 30-Minute Sessions,700173
419,13,2020-01-31,We Make Antiques 2,695178
420,14,2020-01-31,Project Dream: How to Build Mazinger Z's Hangar,731868
421,16,2020-02-07,Howling Village,635199
422,17,2020-02-08,Kishiryu Sentai Ryusoulger VS Lupinranger VS Patranger,657227
423,21,2020-02-14,Dangerous Drugs of Sex,715756
424,24,2020-02-21,Digimon Adventure: Last Evolution Kizuna,571265
425,25,2020-02-21,Stolen Identity 2,612513
426,26,2020-02-21,The Shape of Red,705862
427,29,2020-02-28,"Kamen Rider Zi-O NEXT TIME: Geiz, Majesty",625985
428,30,2020-03-06,Fukushima 50,563067
429,31,2020-03-06,A Life Turned Upside Down: My Dad's an Alcoholic,597942
430,32,2020-03-06,Masked Ward,704933
431,33,2020-03-06,Stardust Over the Town,707694
432,34,2020-03-13,Prince of Legend 2,751928
433,37,2020-03-27,Psycho-Pass 3: First Inspector,655431
434,0,2020-07-03,Healing Hearts,1011220
435,1,2020-07-03,Mother,698860
436,2,2020-07-03,I Never Shot Anyone,821097
437,5,2020-07-11,Blood-Club Dolls 2,986313
438,6,2020-07-17,"From Today, It's My Turn the Movie!",698222
439,7,2020-07-17,Hachioji Zombies,725434
440,8,2020-07-17,Theater,617397
441,9,2020-07-17,Step,778368
442,11,2020-07-24,#HandballStrive,716733
443,14,2020-08-07,Doraemon: Nobita's New Dinosaur,682153
444,15,2020-08-07,Grand Blue,677602
445,16,2020-08-07,Revue Starlight: Rondo Rondo Rondo,645439
446,17,2020-08-07,Ultraman Taiga The Movie: New Generation Climax,655942
447,19,2020-08-14,Date A Bullet: Dead or Bullet,685099
448,20,2020-08-14,Yowamushi Pedal,725435
449,21,2020-08-21,Love Me or Love Me Not?,728669
450,23,2020-08-21,Threads: Our Tapestry of Love,612511
451,24,2020-08-28,"Blue, Painful, and Brittle",698208
452,26,2020-09-04,Restart After Come Back Home,732230
453,27,2020-09-04,The Brightest Roof in the Universe,734969
454,30,2020-09-11,L'étranger de la Plage,642121
455,32,2020-09-11,Crayon Shin-chan: Crash! Rakuga Kingdom and Almost Four Heroes,731249
456,36,2020-09-18,Violet Evergarden: The Movie,533514
457,38,2020-09-25,Midnight Swan,725691
458,0,2020-10-02,The Asadas!,586393
459,2,2020-10-02,Love Stage!!,648365
460,3,2020-10-02,WAVE!! Surfing Yappe!!,699115
461,5,2020-10-02,Our Story,752927
462,6,2020-10-09,The Real Thing,712172
463,7,2020-10-09,Under the Stars,734603
464,9,2020-10-16,Mio's Cookbook,695187
465,11,2020-10-16,Wife of a Spy,688301
466,15,2020-10-23,We Are Oh! & Yeah!!,872392
467,18,2020-10-30,The Voice of Sin,718497
468,20,2020-11-06,461 Days of Bento: A Promise Between Father and Son,716799
469,22,2020-11-06,The Devil Wears Jūnihitoe,826909
470,24,2020-11-06,"Georama Boy, Panorama Girl",720271
471,30,2020-11-13,The Legacy of Dr. Death: Black File,731862
472,31,2020-11-13,Looking for Magical Doremi,532961
473,32,2020-11-20,Food Luck!,746554
474,33,2020-11-20,Stand by Me Doraemon 2,728754
475,34,2020-11-20,Any Crybabies Around?,722209
476,35,2020-11-20,Runway,731013
477,36,2020-11-20,Barbara,566135
478,38,2020-11-27,Underdog,759825
479,39,2020-12-04,Silent Tokyo,726653
480,40,2020-12-04,Takizawa Kabuki Zero 2020 The Movie,859323
481,43,2020-12-11,"Yes, No, or Maybe?",719088
482,44,2020-12-11,Marudase Kintarō,670327
483,45,2020-12-11,Tengaramon,746257
484,46,2020-12-18,The Promised Neverland,634521
485,48,2020-12-18,Kamen Rider Saber: The Phoenix Swordsman and the Book of Ruin,800242
486,50,2020-12-18,Hold Me Back!,726620
487,51,2020-12-25,Poupelle of Chimney Town,655437
488,52,2020-12-25,"Josee, the Tiger and the Fish",652837
489,54,2020-12-25,Awake,762164
